2020-12-22 17:23:31.851,0.8
2020-12-22 17:23:46.846,1.7
2020-12-22 17:24:01.852,1.2
2020-12-22 17:24:16.857,1.3
2020-12-22 17:24:31.851,0.2
2020-12-22 17:24:46.844,0.5
2020-12-22 17:25:01.854,1.4
2020-12-22 17:25:16.847,0.3
2020-12-22 17:25:31.846,0.3
2020-12-22 17:25:46.855,0.0
2020-12-22 17:26:01.857,0.1
2020-12-22 17:26:16.847,1.5
2020-12-22 17:26:31.854,1.0
2020-12-22 17:26:46.845,0.8
2020-12-22 17:27:01.848,0.9
2020-12-22 17:27:16.851,1.7
2020-12-22 17:27:31.857,0.4
2020-12-22 17:27:46.849,0.9
2020-12-22 17:28:01.852,0.4
2020-12-22 17:28:16.859,1.5
2020-12-22 17:28:31.854,0.5
2020-12-22 17:28:46.848,0.4
2020-12-22 17:29:01.847,0.9
2020-12-22 17:29:16.847,1.9
2020-12-22 17:29:31.848,1.9
2020-12-22 17:29:46.856,0.3
2020-12-22 17:30:01.849,1.0
2020-12-22 17:30:16.858,1.9
2020-12-22 17:30:31.857,1.1
2020-12-22 17:30:46.857,0.5
2020-12-22 17:31:01.85,1.4
2020-12-22 17:31:16.858,0.9
2020-12-22 17:31:31.85,1.8
2020-12-22 17:31:46.856,1.7
2020-12-22 17:32:01.844,0.3
2020-12-22 17:32:16.854,1.3
2020-12-22 17:32:31.858,1.6
2020-12-22 17:32:46.854,0.7
2020-12-22 17:33:01.857,0.9
2020-12-22 17:33:16.847,1.9
2020-12-22 17:33:31.846,0.1
2020-12-22 17:33:46.852,1.3
2020-12-22 17:34:01.845,0.7
2020-12-22 17:34:16.858,1.3
2020-12-22 17:34:31.857,1.0
2020-12-22 17:34:46.858,1.4
2020-12-22 17:35:01.852,1.4
2020-12-22 17:35:16.853,0.6
2020-12-22 17:35:31.85,0.3
2020-12-22 17:35:46.847,0.5
2020-12-22 17:36:01.858,1.2
2020-12-22 17:36:16.849,0.7
2020-12-22 17:36:31.852,1.9
2020-12-22 17:36:46.856,0.6
2020-12-22 17:37:01.854,0.3
2020-12-22 17:37:16.853,1.1
2020-12-22 17:37:31.856,0.8
2020-12-22 17:37:46.854,0.1
2020-12-22 17:38:01.851,0.1
2020-12-22 17:38:16.847,1.4
2020-12-22 17:38:31.854,0.6
2020-12-22 17:38:46.857,0.2
2020-12-22 17:39:01.844,1.6
2020-12-22 17:39:16.845,1.4
2020-12-22 17:39:31.849,1.8
2020-12-22 17:39:46.844,0.6
2020-12-22 17:40:01.851,0.6
2020-12-22 17:40:16.852,0.5
2020-12-22 17:40:31.847,0.4
2020-12-22 17:40:46.847,0.8
2020-12-22 17:41:01.856,1.9
2020-12-22 17:41:16.858,1.9
2020-12-22 17:41:31.855,0.6
2020-12-22 17:41:46.851,1.8
2020-12-22 17:42:01.855,1.4
2020-12-22 17:42:16.853,0.1
2020-12-22 17:42:31.85,1.2
2020-12-22 17:42:46.848,1.9
2020-12-22 17:43:01.845,1.9
2020-12-22 17:43:16.857,0.4
2020-12-22 17:43:31.848,1.0
